,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
304,304,Google Sheet Functions: A step-by-step guide (Google Workspace apps),Barrie Roberts,4.5 out of 5,133 ratings,$15.99,Na,Software,"Publisher : Independently published (June 14, 2020)
Language : English
Paperback : 168 pages
ISBN-10 : 1519087977
ISBN-13 : 978-1519087973
Item Weight : 1.1 pounds
Dimensions : 8.5 x 0.38 x 11 inches",,Na,Na,Part of: Google Workspace apps (7 books)
305,305,"Beginning Git and GitHub: A Comprehensive Guide to Version Control, Project Management, and Teamwork for the New Developer",Mariot Tsitoara,4.3 out of 5,58 ratings,$9.99,Na,Web Development & Design,"Publisher : Apress; 1st ed. edition (December 1, 2019)
Language : English
Paperback : 308 pages
ISBN-10 : 1484253124
ISBN-13 : 978-1484253120
Item Weight : 1.2 pounds
Dimensions : 7.01 x 0.71 x 10 inches",Na,Na,Na,Na
306,306,Bash Pocket Reference: Help for Power Users and Sys Admins,Arnold Robbins,4.7 out of 5,336 ratings,$17.99,Na,Networking & Cloud Computing,"ASIN : 1491941596
Publisher : O'Reilly Media; 2nd edition (April 5, 2016)
Language : English
Paperback : 153 pages
ISBN-10 : 9781491941591
ISBN-13 : 978-1491941591
Item Weight : 4.6 ounces
Dimensions : 4.25 x 0.33 x 7 inches",Na,Na,Na,Na
307,307,Understanding Cryptography: A Textbook for Students and Practitioners,Christof Paar,4.6 out of 5,341 ratings,$44.15,$23.93,Engineering,"Publisher : Springer; 1st ed. 2010 edition (December 10, 2009)
Language : English
Hardcover : 390 pages
ISBN-10 : 3642041000
ISBN-13 : 978-3642041006
Item Weight : 1.66 pounds
Dimensions : 6.14 x 0.88 x 9.21 inches",,Na,Na,Na
308,308,LinkedIn For Dummies (Linked for Dummies),Joel Elad,4.4 out of 5,54 ratings,$18.59,Na,Business Culture,"Publisher : For Dummies; 6th edition (April 2, 2021)
Language : English
Paperback : 384 pages
ISBN-10 : 1119695333
ISBN-13 : 978-1119695332
Item Weight : 1.17 pounds
Dimensions : 7.38 x 0.87 x 9.25 inches",,Na,Na,Na
309,309,"CTS-I Certified Technology Specialist-Installation Exam Guide, Second Edition",AVIXA Inc.,4.7 out of 5,31 ratings,$61.01,Na,Engineering,"Publisher : McGraw Hill; 2nd edition (April 23, 2021)
Language : English
Paperback : 624 pages
ISBN-10 : 1260136094
ISBN-13 : 978-1260136098
Item Weight : 1.31 pounds
Dimensions : 6.2 x 1.1 x 9.1 inches",Na,Na,Na,Na
310,310,Excel 2019 Power Programming with VBA,Dick Kusleika,4.5 out of 5,150 ratings,$38.99,Na,Software,"Publisher : Wiley; 1st edition (May 14, 2019)
Language : English
Paperback : 784 pages
ISBN-10 : 1119514924
ISBN-13 : 978-1119514923
Item Weight : 2.26 pounds
Dimensions : 7.6 x 2.6 x 9.4 inches",,Na,Na,Na
311,311,A History of American Law,Lawrence M. Friedman,4.8 out of 5,55 ratings,$29.95,Na,Constitutional Law,"Publisher : Oxford University Press; 4th edition (October 21, 2019)
Language : English
Paperback : 864 pages
ISBN-10 : 0190070897
ISBN-13 : 978-0190070892
Reading age : 1 year and up
Item Weight : 2.62 pounds
Dimensions : 9.2 x 2.2 x 6.2 inches",Na,Na,Na,Na
312,312,Electronic Music and Sound Design - Theory and Practice with Max 8 - Volume 1 (Fourth Edition),Alessandro Cipriani,4.7 out of 5,65 ratings,$45.00,Na,Music,"Publisher : Contemponet (May 20, 2019)
Language : English
Paperback : 592 pages
ISBN-10 : 8899212104
ISBN-13 : 978-8899212100
Item Weight : 1.8 pounds
Dimensions : 6.14 x 1.2 x 9.21 inches",Na,Na,Na,Na
313,313,Infrastructure as Code: Dynamic Systems for the Cloud Age,Kief Morris,4.5 out of 5,99 ratings,$32.49,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 2nd edition (January 5, 2021)
Language : English
Paperback : 430 pages
ISBN-10 : 1098114671
ISBN-13 : 978-1098114671
Item Weight : 1.5 pounds
Dimensions : 7 x 0.75 x 9.25 inches",Na,Na,Na,Na
314,314,"Learning SAS by Example: A Programmer's Guide, Second Edition",Ron Cody,4.6 out of 5,84 ratings,$81.53,$48.71,Networking & Cloud Computing,"Publisher : SAS Institute; 2nd edition (July 13, 2018)
Language : English
Paperback : 536 pages
ISBN-10 : 1635266599
ISBN-13 : 978-1635266597
Item Weight : 2.01 pounds
Dimensions : 7.5 x 1.21 x 9.25 inches",,Na,Na,Na
315,315,AWS Certified Cloud Practitioner Study Guide with Online Labs: Foundational (CLF-C01) Exam,Ben Piper,4.4 out of 5,64 ratings,$81.16,Na,Certification,"Publisher : Sybex; 1st edition (July 28, 2020)
Language : English
Paperback : 304 pages
ISBN-10 : 1119756707
ISBN-13 : 978-1119756705
Item Weight : 1.13 pounds
Dimensions : 7.3 x 0.7 x 9.1 inches",Na,Na,Na,Na
316,316,Exploring Microsoft Office 2019 Introductory,Mary Poatsy,4.4 out of 5,55 ratings,$159.99,$67.30,Software,"Publisher : Pearson; 1st edition (June 1, 2021)
Language : English
Spiral-bound : 1120 pages
ISBN-10 : 0135402549
ISBN-13 : 978-0135402542
Item Weight : 4.61 pounds
Dimensions : 9.9 x 1.95 x 11.1 inches",,Na,Na,Na
317,317,AWS Certified Cloud Practitioner All-in-One Exam Guide (Exam CLF-C01),Daniel Carter,4.5 out of 5,75 ratings,$39.15,Na,Networking & Cloud Computing,"Publisher : McGraw Hill; 1st edition (February 4, 2021)
Language : English
Paperback : 224 pages
ISBN-10 : 1260473872
ISBN-13 : 978-1260473872
Item Weight : 11.9 ounces
Dimensions : 7 x 0.75 x 8.75 inches",,Na,Na,Part of: All-in-One (17 books)
318,318,Concepts of Programming Languages (11th Edition),Robert Sebesta,4.1 out of 5,66 ratings,$186.65,$14.50,Computer Science,"Publisher : Pearson; 11th edition (February 6, 2015)
Language : English
Hardcover : 800 pages
ISBN-10 : 013394302X
ISBN-13 : 978-0133943023
Item Weight : 2.56 pounds
Dimensions : 7.5 x 1.3 x 9.2 inches",,Na,Na,Na
319,319,SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,4.7 out of 5,62 ratings,$32.49,Na,Programming,"Publisher : Wiley; 1st edition (August 27, 2021)
Language : English
Paperback : 288 pages
ISBN-10 : 1119669367
ISBN-13 : 978-1119669364
Item Weight : 1 pounds
Dimensions : 7.38 x 0.65 x 9.25 inches",Na,Na,Na,Na
320,320,SALESFORCE CERTIFIED ADMINISTRATOR - RAPID CERTIFICATION EXAM PREP GUIDE: Quick Prep for Certification Exam Guide for Salesforce Admin Certification with questions and practice tests,BookWorm Channel,4.4 out of 5,20 ratings,$19.99,Na,Certification,"ASIN : B09QP3KBT1
Publisher : Independently published (January 20, 2022)
Language : English
Paperback : 159 pages
ISBN-13 : 979-8405765549
Item Weight : 14.4 ounces
Dimensions : 8.5 x 0.36 x 11 inches",Na,Na,Na,Na
321,321,Cyber Threat Intelligence,Martin Lee,Na,Na,$109.00,Na,Computer Science,"Publisher : Wiley; 1st edition (May 9, 2023)
Language : English
Hardcover : 304 pages
ISBN-10 : 1119861748
ISBN-13 : 978-1119861744
Item Weight : 1.47 pounds",Na,Na,Na,Na
322,322,Service Design: From Insight to Implementation,Andy Polaine,4.3 out of 5,138 ratings,Na,Na,Industries,"Publisher : Rosenfeld Media; 1st edition (March 13, 2013)
Language : English
Paperback : 216 pages
ISBN-10 : 1933820330
ISBN-13 : 978-1933820330
Item Weight : 12.8 ounces
Dimensions : 6 x 0.46 x 9 inches",Na,Na,Na,Na
323,323,Making Things Happen: Mastering Project Management (Theory in Practice),Scott Berkun,4.5 out of 5,243 ratings,$35.99,Na,Management & Leadership,"Publisher : O'Reilly Media; Revised edition (April 29, 2008)
Language : English
Paperback : 408 pages
ISBN-10 : 0596517718
ISBN-13 : 978-0596517717
Item Weight : 1.45 pounds
Dimensions : 7 x 0.99 x 9.19 inches",,Na,Na,Part of: Theory in Practice (O'Reilly) (8 books)
324,324,Practical Machine Learning in R,Fred Nwanganga,4.6 out of 5,59 ratings,$29.35,Na,Computer Science,"Publisher : Wiley; 1st edition (May 27, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 1119591511
ISBN-13 : 978-1119591511
Item Weight : 1.94 pounds
Dimensions : 7.3 x 0.8 x 9.1 inches",Na,Na,Na,Na
325,325,SAS Certified Specialist Prep Guide: Base Programming Using SAS 9.4,SAS Institute,4.5 out of 5,53 ratings,$105.95,Na,Software,"Publisher : SAS Institute (February 11, 2019)
Language : English
Paperback : 434 pages
ISBN-10 : 164295179X
ISBN-13 : 978-1642951790
Item Weight : 2.14 pounds
Dimensions : 8.25 x 0.98 x 11 inches",Na,Na,Na,Na
326,326,UML Distilled: A Brief Guide to the Standard Object Modeling Language,Martin Fowler,4.3 out of 5,263 ratings,$43.20,Na,Programming,"ASIN : 0321193687
Publisher : Addison-Wesley Professional; 3rd edition (September 15, 2003)
Language : English
Paperback : 208 pages
ISBN-10 : 9780321193681
ISBN-13 : 978-0321193681
Item Weight : 12 ounces
Dimensions : 6.95 x 0.7 x 9.15 inches",,Na,Na,Part of: Addison-Wesley Object Technology (3 books)
327,327,"Introduction to Java Programming, Brief Version",Y. Liang,4.4 out of 5,104 ratings,$143.99,Na,Programming Languages,"ASIN : 0134611039
Publisher : Pearson; 11th edition (March 2, 2017)
Language : English
Paperback : 832 pages
ISBN-10 : 9780134611037
ISBN-13 : 978-0134611037
Item Weight : 3.53 ounces
Dimensions : 1.2 x 7.9 x 9.9 inches",Na,Na,Na,Na
328,328,Why Greatness Cannot Be Planned: The Myth of the Objective,Kenneth O. Stanley,4.4 out of 5,112 ratings,$26.71,Na,Computer Science,"ASIN : 3319155237
Publisher : Springer; 2015th edition (May 18, 2015)
Language : English
Paperback : 150 pages
ISBN-10 : 9783319155234
ISBN-13 : 978-3319155234
Item Weight : 5.92 pounds
Dimensions : 6.1 x 0.36 x 9.25 inches",Na,Na,Na,Na
329,329,"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",Marius Bancila,4.4 out of 5,93 ratings,$46.79,Na,Programming,"Publisher : Packt Publishing (September 11, 2020)
Language : English
Paperback : 750 pages
ISBN-10 : 1800208987
ISBN-13 : 978-1800208988
Item Weight : 2.79 pounds
Dimensions : 7.5 x 1.69 x 9.25 inches",Na,Na,Na,Na
330,330,International Handbook of Internet Research,Jeremy Hunsinger,Na,Na,$579.32,Na,Networking & Cloud Computing,"Publisher : Springer; 2010th edition (September 2, 2014)
Language : English
Paperback : 646 pages
ISBN-10 : 9400793952
ISBN-13 : 978-9400793958
Item Weight : 1.97 pounds
Dimensions : 6.1 x 1.46 x 9.25 inches",Na,Na,Na,Na
331,331,Learning Java: An Introduction to Real-World Programming with Java,Marc Loy,4.5 out of 5,82 ratings,$32.69,Na,Programming,"Publisher : O'Reilly Media; 5th edition (April 21, 2020)
Language : English
Paperback : 518 pages
ISBN-10 : 1492056278
ISBN-13 : 978-1492056270
Item Weight : 1.8 pounds
Dimensions : 7 x 1.04 x 9.19 inches",Na,Na,Na,Na
332,332,Grokking Deep Learning,Andrew Trask,4.4 out of 5,144 ratings,$44.99,Na,Computer Science,"Publisher : Manning; 1st edition (January 25, 2019)
Language : English
Paperback : 336 pages
ISBN-10 : 1617293709
ISBN-13 : 978-1617293702
Item Weight : 1.32 pounds
Dimensions : 7.38 x 0.7 x 9.25 inches",,Na,Na,Na
333,333,Computer Security: A Hands-on Approach (Computer & Internet Security),Wenliang Du,4.6 out of 5,6 ratings,$45.95,Na,Internet & Social Media,"Publisher : Wenliang Du; 3rd ed. edition (May 1, 2022)
Language : English
Paperback : 543 pages
ISBN-10 : 1733003959
ISBN-13 : 978-1733003957
Item Weight : 2.04 pounds
Dimensions : 7.5 x 1.23 x 9.25 inches",Na,Na,Na,Part of: Computer & Internet Security (3 books)
334,334,Principles of Incident Response & Disaster Recovery (MindTap Course List),Michael E. Whitman,4.3 out of 5,22 ratings,$228.11,$42.05,Networking & Cloud Computing,"Publisher : Cengage Learning; 3rd edition (January 1, 2021)
Language : English
Paperback : 624 pages
ISBN-10 : 0357508327
ISBN-13 : 978-0357508329
Item Weight : 1.95 pounds
Dimensions : 8.25 x 0.75 x 10.5 inches",,Na,Na,Na
335,335,"Technology Made Simple for the Technical Recruiter, Second Edition: A Technical Skills Primer",Obi Ogbanufe,4.6 out of 5,195 ratings,$17.49,Na,Industries,"Publisher : iUniverse; Reprint edition (April 26, 2019)
Language : English
Paperback : 318 pages
ISBN-10 : 1532064993
ISBN-13 : 978-1532064999
Item Weight : 15 ounces
Dimensions : 6 x 0.72 x 9 inches",Na,Na,Na,Na
336,336,"The CPHIMS Review Guide, 4th Edition: Preparing for Success in Healthcare Information and Management Systems (HIMSS Book Series)",Healthcare Information & Management Systems Society (HIMSS),4.6 out of 5,12 ratings,$190.00,$68.03,Management & Leadership,"Publisher : Productivity Press; 4th edition (December 23, 2021)
Language : English
Paperback : 228 pages
ISBN-10 : 1138327611
ISBN-13 : 978-1138327610
Item Weight : 1.35 pounds
Dimensions : 8.25 x 0.75 x 10.5 inches",,Na,Na,Na
337,337,Proofs from THE BOOK,Martin Aigner,4.8 out of 5,68 ratings,$69.17,Na,Computer Science,"Publisher : Springer; 6th ed. 2018 edition (July 6, 2018)
Language : English
Hardcover : 334 pages
ISBN-10 : 3662572648
ISBN-13 : 978-3662572641
Item Weight : 2.06 pounds
Dimensions : 7.8 x 0.8 x 9.7 inches",Na,Na,Na,Na
338,338,The Gamer's Brain: How Neuroscience and UX Can Impact Video Game Design,Celia Hodent,4.7 out of 5,135 ratings,$53.69,Na,Programming,"Publisher : CRC Press; 1st edition (August 14, 2017)
Language : English
Paperback : 272 pages
ISBN-10 : 1498775500
ISBN-13 : 978-1498775502
Item Weight : 15.9 ounces
Dimensions : 6.14 x 0.6 x 9.21 inches",Na,Na,Na,Na
339,339,"The Well-Grounded Java Developer, Second Edition",Benjamin Evans,5 out of 5,9 ratings,$59.99,Na,Programming,"Publisher : Manning; 2nd edition (November 22, 2022)
Language : English
Paperback : 704 pages
ISBN-10 : 1617298875
ISBN-13 : 978-1617298875
Item Weight : 2.91 pounds
Dimensions : 7.38 x 1.6 x 9.25 inches",Na,Na,Na,Na
340,340,Information Technology Essentials Volume 1: Introduction to Information Systems,Eric Frick,4.4 out of 5,122 ratings,$24.69,Na,Programming Languages,"Publisher : Independently published (November 13, 2019)
Language : English
Paperback : 273 pages
ISBN-10 : 1708175148
ISBN-13 : 978-1708175146
Item Weight : 12.9 ounces
Dimensions : 6 x 0.62 x 9 inches",,Na,Na,Book 1 of 2: Information Technology Essentials
341,341,"Hands-On Simulation Modeling with Python: Develop simulation models for improved efficiency and precision in the decision-making process, 2nd Edition",Giuseppe Ciaburro,4.7 out of 5,4 ratings,$39.99,Na,Computer Science,"Publisher : Packt Publishing; 2nd ed. edition (November 30, 2022)
Language : English
Paperback : 460 pages
ISBN-10 : 1804616885
ISBN-13 : 978-1804616888
Item Weight : 1.73 pounds
Dimensions : 7.5 x 1.04 x 9.25 inches",Na,Na,Na,Na
342,342,Laptops for Seniors For Dummies,Muir,4.2 out of 5,612 ratings,$24.99,Na,Operating Systems,"Publisher : For Dummies; 5th edition (October 13, 2017)
Language : English
Paperback : 432 pages
ISBN-10 : 1119420261
ISBN-13 : 978-1119420262
Item Weight : 1.25 pounds
Dimensions : 7 x 1 x 9 inches",,Na,Na,Na
343,343,Industrial Automated Systems: Instrumentation and Motion Control,Terry L.M. Bartelt,4.5 out of 5,113 ratings,$157.00,$43.46,Hardware & DIY,"Publisher : Cengage Learning; 1st edition (June 8, 2010)
Language : English
Hardcover : 720 pages
ISBN-10 : 1435488881
ISBN-13 : 978-1435488885
Item Weight : 3.88 pounds
Dimensions : 8.8 x 1.3 x 10.9 inches",,Na,Na,Na
344,344,"Full Stack Web Development For Beginners: Learn Ecommerce Web Development Using HTML5, CSS3, Bootstrap, JavaScript, MySQL, and PHP",Riaz Ahmed,4.5 out of 5,58 ratings,$35.00,Na,Web Development & Design,"ASIN : B092P76L9Y
Publisher : Independently published (April 16, 2021)
Language : English
Paperback : 392 pages
ISBN-13 : 979-8738951268
Item Weight : 2 pounds
Dimensions : 8.5 x 0.89 x 11 inches",,Na,Na,Na
345,345,"TCP/IP Illustrated, Vol. 1: The Protocols (Addison-Wesley Professional Computing Series)",W. Richard Stevens,4.8 out of 5,167 ratings,$89.01,Na,Networking & Cloud Computing,"Publisher : Addison-Wesley Professional; 20775th edition (January 1, 1994)
Language : English
Hardcover : 576 pages
ISBN-10 : 0201633469
ISBN-13 : 978-0201633467
Item Weight : 2.4 pounds
Dimensions : 8 x 1.75 x 9.5 inches",Na,Na,Na,Na
346,346,"Python for ArcGIS Pro: Automate cartography and data analysis using ArcPy, ArcGIS API for Python, Notebooks, and pandas",Silas Toms,4.7 out of 5,55 ratings,$59.84,Na,Engineering,"Publisher : Packt Publishing (April 29, 2022)
Language : English
Paperback : 586 pages
ISBN-10 : 1803241667
ISBN-13 : 978-1803241661
Item Weight : 2.19 pounds
Dimensions : 7.5 x 1.32 x 9.25 inches",Na,Na,Na,Na
347,347,Excel Pivot Table Champion: How to Easily Manage and Analyze Giant Databases with Microsoft Excel Pivot Tables (Excel Champions),Henry E. Mejia,4.5 out of 5,156 ratings,$12.95,Na,Programming,"Publisher : Independently published (March 8, 2019)
Language : English
Paperback : 101 pages
ISBN-10 : 1799147568
ISBN-13 : 978-1799147565
Item Weight : 3.84 ounces
Dimensions : 5 x 0.23 x 8 inches",Na,Na,Na,Book 3 of 5: Excel Champions
348,348,Exam Ref PL-300 Power BI Data Analyst,Daniil Maslyuk,4.2 out of 5,6 ratings,$30.62,Na,Certification,"Publisher : Microsoft Press; 1st edition (August 17, 2022)
Language : English
Paperback : 224 pages
ISBN-10 : 0137901232
ISBN-13 : 978-0137901234
Item Weight : 14.8 ounces
Dimensions : 7.38 x 0.51 x 9.13 inches",Na,Na,Na,Na
349,349,"Mastering Python: Write powerful and efficient code using the full range of Python's capabilities, 2nd Edition",Rick van Hattem,4.7 out of 5,58 ratings,$34.99,Na,Programming,"Publisher : Packt Publishing; 2nd ed. edition (May 20, 2022)
Language : English
Paperback : 710 pages
ISBN-10 : 1800207727
ISBN-13 : 978-1800207721
Item Weight : 2.65 pounds
Dimensions : 7.5 x 1.6 x 9.25 inches",Na,Na,Na,Na
350,350,Network Warrior: Everything You Need to Know That Wasn't on the CCNA Exam,Gary Donahue,4.7 out of 5,246 ratings,$51.48,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; Second edition (July 5, 2011)
Language : English
Paperback : 783 pages
ISBN-10 : 1449387861
ISBN-13 : 978-1449387860
Item Weight : 2.7 pounds
Dimensions : 7 x 1.9 x 9.19 inches",Na,Na,Na,Na
351,351,Algorithmic Thinking: A Problem-Based Introduction,Daniel Zingaro,4.7 out of 5,79 ratings,$44.42,Na,Programming,"Publisher : No Starch Press (December 15, 2020)
Language : English
Paperback : 408 pages
ISBN-10 : 1718500807
ISBN-13 : 978-1718500808
Item Weight : 1.68 pounds
Dimensions : 7 x 0.95 x 9.25 inches",Na,Na,Na,Na
352,352,"Modern Computer Architecture and Organization: Learn x86, ARM, and RISC-V architectures and the design of smartphones, PCs, and cloud servers, 2nd Edition",Jim Ledin,4.5 out of 5,41 ratings,$34.99,Na,Hardware & DIY,"Publisher : Packt Publishing; 2nd ed. edition (May 4, 2022)
Language : English
Paperback : 666 pages
ISBN-10 : 1803234512
ISBN-13 : 978-1803234519
Item Weight : 2.49 pounds
Dimensions : 7.5 x 1.5 x 9.25 inches",Na,#1 Best Seller,in Microprocessor Design,Na
353,353,TinyML: Machine Learning with TensorFlow Lite on Arduino and Ultra-Low-Power Microcontrollers,Pete Warden,4.4 out of 5,204 ratings,$31.99,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (January 21, 2020)
Language : English
Paperback : 501 pages
ISBN-10 : 1492052043
ISBN-13 : 978-1492052043
Item Weight : 1.75 pounds
Dimensions : 7 x 1.01 x 9.19 inches",Na,Na,Na,Na
354,354,Algorithms Illuminated: Part 1: The Basics,Tim Roughgarden,4.6 out of 5,392 ratings,$15.39,Na,Programming,"Publisher : Soundlikeyourself Publishing; Illustrated edition (September 27, 2017)
Language : English
Paperback : 226 pages
ISBN-10 : 0999282905
ISBN-13 : 978-0999282908
Item Weight : 12 ounces
Dimensions : 6 x 0.51 x 9 inches",Na,Na,Na,Book 1 of 4: Algorithms Illuminated
